id,code,name,brand,category,applications,short_description,full_description,image,featured,status,issues,source_url
225,106,106 - CHẤT KHỬ MÙI HƯƠNG DÂU,Sprayway,Bình xịt công nghiệp Sprayway,Thiết Bị Ô tô|Hàng Tiêu Dùng|Siêu Thị,"Phun sương dạng khô, làm không khí mát mẻ, trong lành. Loại bỏ khói thuốc lá, các khí nặng mùi khác trong vài giây sau khi xịt. Sử dụng khoảng 30 ngày sau khi mở nắp. Có 9 mùi hương thơm dễ chịu.","Phun sương dạng khô, làm không khí mát mẻ, trong lành.
Loại bỏ khói thuốc lá, các khí nặng mùi khác trong vài giây sau khi xịt.
Sử dụng khoảng 30 ngày sau khi mở nắp.
Có 9 mùi hương thơm dễ chịu.",data/crawl/assets/5c63b8513d24fbfb.jpg,false,needs_review,,https://sprayway-tpr.com/vn/san-pham/225/mulberry-breeze-metered-air-freshener.html
229,110,110 - CHẤT KHỬ MÙI HƯƠNG VẢI GAI,Sprayway,Bình xịt công nghiệp Sprayway,Thiết Bị Ô tô|Hàng Tiêu Dùng|Siêu Thị,"Phun sương dạng khô, làm không khí mát mẻ, trong lành. Loại bỏ khói thuốc lá, các khí nặng mùi khác trong vài giây sau khi xịt. Sử dụng khoảng 30 ngày sau khi mở nắp. Có 9 mùi hương thơm dễ chịu.","Phun sương dạng khô, làm không khí mát mẻ, trong lành.
Loại bỏ khói thuốc lá, các khí nặng mùi khác trong vài giây sau khi xịt.
Sử dụng khoảng 30 ngày sau khi mở nắp.
Có 9 mùi hương thơm dễ chịu.",data/crawl/assets/5aac46ec586b1640.jpg,false,needs_review,,https://sprayway-tpr.com/vn/san-pham/229/fresh-linen-metered-air-freshener.html
231,116,116 - CHẤT KHỬ MÙI HƯƠNG XOÀI,Sprayway,Bình xịt công nghiệp Sprayway,Thiết Bị Ô tô|Hàng Tiêu Dùng|Siêu Thị,"Phun sương dạng khô, làm không khí mát mẻ, trong lành. Loại bỏ khói thuốc lá, các khí nặng mùi khác trong vài giây sau khi xịt. Sử dụng khoảng 30 ngày sau khi mở nắp. Có 9 mùi hương thơm dễ chịu.","Phun sương dạng khô, làm không khí mát mẻ, trong lành.
Loại bỏ khói thuốc lá, các khí nặng mùi khác trong vài giây sau khi xịt.
Sử dụng khoảng 30 ngày sau khi mở nắp.
Có 9 mùi hương thơm dễ chịu.",data/crawl/assets/2aba12b7ae8ab588.jpg,false,needs_review,,https://sprayway-tpr.com/vn/san-pham/231/marvelous-mango-metered-air-freshener.html
236,508,508 - SẢN PHẨM LÀM SẠCH VẢI,Sprayway,Bình xịt công nghiệp Sprayway,Thiết Bị Ô tô|Thiết Bị Tự Động|Điện Tử & Văn Phòng|Gia Dụng & Nội Thất|Hàng Tiêu Dùng|Siêu Thị,"Tẩy sạch vết bẩn tr&ecirc;n vải bọc nhanh ch&oacute;ng, hiệu quả. Chất tẩy dạng bọt cao cấp tẩy sạch vải nhanh ch&oacute;ng, v&agrave; kh&ocirc;.","Tẩy sạch vết bẩn trên vải bọc nhanh chóng, hiệu quả.
Chất tẩy dạng bọt cao cấp tẩy sạch vải nhanh chóng, và khô.",data/crawl/assets/d802c091347f0fb1.jpg,false,needs_review,,https://sprayway-tpr.com/vn/san-pham/236/fabric-cleaner-plus.html
237,558,558 - SẢN PHẨM LÀM SẠCH VẢI (PLUS),Sprayway,Bình xịt công nghiệp Sprayway,Thiết Bị Ô tô|Thiết Bị Tự Động|Gia Dụng & Nội Thất|Hàng Tiêu Dùng|Siêu Thị,"Tẩy sạch vết bẩn trên vải bọc nhanh chóng, hiệu quả. Có thể tẩy sạch vết bẩn ở những nơi khó nhất.. Sử dụng như chất tẩy rửa, tẩy sạch vết bẩn nhanh chóng, giúp vải trở nên sạch và khô ráo. Hương bạc hà tươi mát","Tẩy sạch vết bẩn trên vải bọc nhanh chóng, hiệu quả.
Có thể tẩy sạch vết bẩn ở những nơi khó nhất..
Sử dụng như chất tẩy rửa, tẩy sạch vết bẩn nhanh chóng, giúp vải trở nên sạch và khô ráo.
Hương bạc hà tươi mát",data/crawl/assets/898104d15b6e9bc3.jpg,false,needs_review,,https://sprayway-tpr.com/vn/san-pham/237/fabric-cleaner.html
238,575,575 - CHẤT LÀM SẠCH KHÔNG KHÍ,Sprayway,Bình xịt công nghiệp Sprayway,Thiết Bị Ô tô|Hàng Tiêu Dùng,"Tạo không khí dễ chịu, hương thơm lâu. Sử dụng trên rèm cửa, thảm, ghế nệm, giường, thùng rác, trong xe ô tô,&hellip; Có chứa thành phần hoạt chất - Ordenone TM","Tạo không khí dễ chịu, hương thơm lâu.
Sử dụng trên rèm cửa, thảm, ghế nệm, giường, thùng rác, trong xe ô tô,&hellip;
Có chứa thành phần hoạt chất - Ordenone TM",data/crawl/assets/46e26dafd6905288.jpg,false,needs_review,,https://sprayway-tpr.com/vn/san-pham/238/clean-breeze-air-freshener.html
240,811,811 - CHAI XỊT ĐÁNH BÓNG VÀ BẢO VỆ ĐỒ NỘI THẤT,Sprayway,Bình xịt công nghiệp Sprayway,Gia Dụng & Nội Thất|Hàng Tiêu Dùng|Siêu Thị|Ngành Gỗ,"Video giới thiệu chai xịt đánh bóng và bảo vệ đồ nội thất - 811: Liên hệ để được tư vấn: Phạm vi sử dụng rộng rãi, dùng cho bất kỳ bề mặt gỗ và nhiều bề mặt khác mà cần sự bảo vệ và chăm sóc đặc biệt. Chai xịt 811 tẩy...","Video giới thiệu chai xịt đánh bóng và bảo vệ đồ nội thất - 811:
Liên hệ để được tư vấn:
Phạm vi sử dụng rộng rãi, dùng cho bất kỳ bề mặt gỗ và nhiều bề mặt khác mà cần sự bảo vệ và chăm sóc đặc biệt.
Chai xịt 811 tẩy bụi, làm sạch và tạo lớp màng bảo vệ chống thấm khí, bụi. Còn có công dụng chống mài mòn, bảo vệ gỗ không bị ẩm ướt bên trong vì vậy đảm bảo được độ tươi sáng của gỗ. Ngoài ra còn có khả năng chống ánh nắng mặt trời và tia tử ngoại gây hại đồ nội thất bị phai màu, nứt nẻ và hiện tượng lão hóa.
Chai xịt 811 Bảo vệ tốt đồ nội thất, đồ gỗ, formica, nhựa, chrome, cẩm thạch, đồ sứ, đồ da.
Sử dụng hiệu quả và đơn giản. Chứa tinh dầu chanh.",data/crawl/assets/8ca7203bfcd2ca33.jpg,false,needs_review,,https://sprayway-tpr.com/vn/san-pham/240/furniture-polish.html
241,813,813 - CHẤT TẨY KẸO CAO SU,Sprayway,Bình xịt công nghiệp Sprayway,Dịch Vụ Sửa Chữa|Dịch Vụ Bảo Trì,"Hiệu quả trong việc tẩy kẹo cao su, sáp. Làm kẹo cao su đông cứng lại, giúp dễ dàng gỡ bỏ. Tẩy sạch không để lại cặn. Mùi hương cherry dễ chịu.","Hiệu quả trong việc tẩy kẹo cao su, sáp.
Làm kẹo cao su đông cứng lại, giúp dễ dàng gỡ bỏ.
Tẩy sạch không để lại cặn.
Mùi hương cherry dễ chịu.",data/crawl/assets/8bd97a2e4106cbda.jpg,true,needs_review,,https://sprayway-tpr.com/vn/san-pham/241/chewing-gum-remover.html
244,856,856 - CHẤT VỆ SINH VÁN CHÂN TƯỜNG,Sprayway,Bình xịt công nghiệp Sprayway,Dịch Vụ Sửa Chữa|Hàng Tiêu Dùng|Siêu Thị,"Công thức đặc biệt phục vụ vệ sinh chuyên nghiệp nơi máy hút bụi không làm được. Bọt thấm dễ dàng loại bỏ vết bẩn, sáp trên tường, sàn nhà, gạch ốp tường bằng sứ. Nhanh và dễ sử dụng, đặc biệt cho những bề mặt thẳng đ...","Công thức đặc biệt phục vụ vệ sinh chuyên nghiệp nơi máy hút bụi không làm được.
Bọt thấm dễ dàng loại bỏ vết bẩn, sáp trên tường, sàn nhà, gạch ốp tường bằng sứ.
Nhanh và dễ sử dụng, đặc biệt cho những bề mặt thẳng đứng.
Làm sạch trong vòng vài phút sau khi xịt.",data/crawl/assets/ce8981de480dbbd9.jpg,false,needs_review,,https://sprayway-tpr.com/vn/san-pham/244/baseboard-cleaner---wax-stripper.html
268,767,767 - BÌNH XỊT SILICONE ĐỘ DÍNH THẤP,Sprayway,Bình xịt công nghiệp Sprayway,Điện Tử & Văn Phòng|Dịch Vụ Sửa Chữa|Dịch Vụ Bảo Trì,"Bình xịt silicone đa năng kết hợp hiệu suất và giải phóng chất bôi trơn vào sản phẩm. Làm giảm ma sát, bảo vệ chống lại độ ẩm và tạo các bề mặt trơn cho các khu vực sản xuất. Cho phép xịt trên bề mặt sản phẩm và/hoặc...","Bình xịt silicone đa năng kết hợp hiệu suất và giải phóng chất bôi trơn vào sản phẩm.
Làm giảm ma sát, bảo vệ chống lại độ ẩm và tạo các bề mặt trơn cho các khu vực sản xuất.
Cho phép xịt trên bề mặt sản phẩm và/hoặc chất nền bao phủ tối đa và thời gian dừng với chất dư không đáng kể.",data/crawl/assets/ad50ba376e3d5d28.jpg,true,needs_review,,https://sprayway-tpr.com/vn/san-pham/268/industrial-silicone-spray-low-viscosity.html
272,945,945 - DẦU SILICONE BÔI TRƠN DẠNG KHÔ,Sprayway,Bình xịt công nghiệp Sprayway,Mỹ Thuật|Thiết Bị Tự Động|Gia Dụng & Nội Thất|Kiếng và Gương|Nghệ Thuật Quảng Cáo|Dịch Vụ Sửa Chữa|Dịch Vụ Bảo Trì|Siêu Thị|Khung Ảnh|In Lưới|May Mặc|Quảng Cáo|Ngành Gỗ,"Chai xịt bôi trơn 945 giúp chấm dứt sự kẹt dính của các chi tiết chuyển động, máy móc, công cụ điện, ... . Khô nhanh, không để lại trên chi tiết được phun lớp phim dầu ướt. Giúp giữ cho các chi tiết được phun được trơ...","Chai xịt bôi trơn 945 giúp chấm dứt sự kẹt dính của các chi tiết chuyển động, máy móc, công cụ điện, ... .
Khô nhanh, không để lại trên chi tiết được phun lớp phim dầu ướt.
Giúp giữ cho các chi tiết được phun được trơn & sạch sẽ.
Bảo vệ và giữ gìn thiết bị
Tiết kiệm thời gian và tăng năng suất.
Chai xịt bôi trơn 945 giup tăng tốc độ trong thao tác sản xuất.
Cắt đứt sự rít, kẹt máy, bảo vệ các bề mặt làm việc và làm chậm sự ăn mòn",data/crawl/assets/0f691612d6a126cb.jpg,true,needs_review,,https://sprayway-tpr.com/vn/san-pham/272/silicone-spray.html
273,946,946 - CHẤT BÔI TRƠN DẠNG SILICONE,Sprayway,Bình xịt công nghiệp Sprayway,Dịch Vụ Bảo Trì,Giúp thiết bị hoạt động dễ dàng hơn,"Giúp thiết bị hoạt động dễ dàng hơn
Giúp chấm dứt sự kẹt dính của các chi tiết chuyển động, máy móc, công cụ điện, ..., và bảo vệ thiết bị
Giảm sự ma sát, giảm mài mòn, giữ lớp ngoài vật thể không dễ bám bụi, tiết kiệm thời gian, tăng tốc độ trong thao tác sản xuất.
Mau khô, không để lại tỳ vết
Được FDA phê duyệt, có thể sử dụng trong các nhà máy chế biến thực phẩm, khu vực bếp.",data/crawl/assets/73746b7d88e8f984.jpg,true,needs_review,,https://sprayway-tpr.com/vn/san-pham/273/silicone-spray.html
275,958,958 - CHẤT TẨY NHANH KEO DÁN,Sprayway,Bình xịt công nghiệp Sprayway,Ngoại Thất Ô tô|Thiết Bị Tự Động|Kiếng và Gương|Dịch Vụ Sửa Chữa|Dịch Vụ Bảo Trì,"Giúp dễ dàng tẩy vết keo dán trên thủy tinh, thảm,.. Tẩy sạch vết keo dán decals, chrome trên khuôn đúc,&hellip; Làm mềm một số loại kính chắn gió chống thấm Cung cấp độ chính xác tuyệt đối khi vệ sinh ở những điểm kh...","Giúp dễ dàng tẩy vết keo dán trên thủy tinh, thảm,..
Tẩy sạch vết keo dán decals, chrome trên khuôn đúc,&hellip;
Làm mềm một số loại kính chắn gió chống thấm
Cung cấp độ chính xác tuyệt đối khi vệ sinh ở những điểm khó nhất.",data/crawl/assets/c8b9c0c819b7ec2b.jpg,true,needs_review,,https://sprayway-tpr.com/vn/san-pham/275/auto-glass-quick-release-agent.html
292,875,875 - CHẤT LÀM SẠCH BỤI BẨN TRÊN SÀN,Sprayway,Bình xịt công nghiệp Sprayway,Dịch Vụ Sửa Chữa|Hàng Tiêu Dùng|Siêu Thị,"Giúp vệ sinh và bảo trì dễ dàng hơn. Giúp bụi bám trên dẻ lau sàn- không đẩy bụi ra xung quanh. Giúp bụi bám trên xơ vải để dễ dàng vệ sinh. Tẩy sạch không để lại dầu. Sử dụng trên bề tông, và sàn đàn hồi.","Giúp vệ sinh và bảo trì dễ dàng hơn.
Giúp bụi bám trên dẻ lau sàn- không đẩy bụi ra xung quanh.
Giúp bụi bám trên xơ vải để dễ dàng vệ sinh.
Tẩy sạch không để lại dầu.
Sử dụng trên bề tông, và sàn đàn hồi.",data/crawl/assets/b4a897e8081d34fe.jpg,false,needs_review,,https://sprayway-tpr.com/vn/san-pham/292/dust-up-floor-dressing.html
296,990,990 - CHAI XỊT VỆ SINH VÀ BẢO VỆ ĐỒ DA,Sprayway,Bình xịt công nghiệp Sprayway,Ngoại Thất Ô tô|Thiết Bị Ô tô|Thiết Bị Tự Động|Gia Dụng & Nội Thất|Dịch Vụ Sửa Chữa|Hàng Tiêu Dùng|Siêu Thị,"Chai xịt 990 thích hợp dùng cho đồ nội thất, ô tô và vải trang trí Tẩy sạch, bảo vệ, khôi phục vinyl và tường trắng trông như mới. Sản phẩm có chứa dầu chồn, làm sản phẩm trở nên sang trọng hơn. Dễ dàng loại bỏ vết bẩ...","Chai xịt 990 thích hợp dùng cho đồ nội thất, ô tô và vải trang trí
Tẩy sạch, bảo vệ, khôi phục vinyl và tường trắng trông như mới.
Sản phẩm có chứa dầu chồn, làm sản phẩm trở nên sang trọng hơn.
Dễ dàng loại bỏ vết bẩn, vết ố, dấu vân tay, muối và bụi bẩn
Chai xịt 990 thích hợp để sử dụng cho các chất liệu naugahyde, vinyl và đồ da.
Một số hình ảnh chai xịt 990
Video Chai xịt 990:",data/crawl/assets/32f7d3fd4a12f396.jpg,false,needs_review,,https://sprayway-tpr.com/vn/san-pham/296/vinyl-leather-cleaner.html
312,032,032 - CHẤT DÙNG CHO IN ẤN,Sprayway,Bình xịt công nghiệp Sprayway,In Lưới|Quảng Cáo,Mở ra những vùng bị khô trên màn hình. Tương thích với tất cả các loại mực in màn hình. Mùi hương dễ chịu. Đảm bảo không để lại vết bám.,"Mở ra những vùng bị khô trên màn hình.
Tương thích với tất cả các loại mực in màn hình.
Mùi hương dễ chịu.
Đảm bảo không để lại vết bám.",data/crawl/assets/e07588483b71a609.png,false,needs_review,,https://sprayway-tpr.com/vn/san-pham/312/fast-open-premium-water-based-screen-opener.html
316,082,082 - KEO XỊT DẠNG PHUN SƯƠNG DÙNG TRONG IN VẢI,Sprayway,Bình xịt công nghiệp Sprayway,In Lưới,"Chuyên dùng định vị cho các sản phẩm dệt vải thun, giấy carton, sợi tổng hợp hoặc in lụa... Tái dán nhiều lần vẫn đảm bảo độ dính. Không thấm qua bề mặt khác của chất liệu.","Chuyên dùng định vị cho các sản phẩm dệt vải thun, giấy carton, sợi tổng hợp hoặc in lụa...
Tái dán nhiều lần vẫn đảm bảo độ dính.
Không thấm qua bề mặt khác của chất liệu.",data/crawl/assets/d64c3e7e3bc38fb0.jpg,true,needs_review,,https://sprayway-tpr.com/vn/san-pham/316/mist-type-spray-adhesive.html
317,083,083 - KEO XỊT LOẠI VẢI IN MÀU,Sprayway,Bình xịt công nghiệp Sprayway,In Lưới,Công thức đặc biệt cho các studio in ấn. Keo xịt kinh tế cho các loại máy in dệt may làm việc với áo nỉ và các vật liệu nặng khác. Gắn kết một cách dễ dàng với nhiều loại vật liệu mà không cần di chuyển vải. Không cho...,"Công thức đặc biệt cho các studio in ấn.
Keo xịt kinh tế cho các loại máy in dệt may làm việc với áo nỉ và các vật liệu nặng khác.
Gắn kết một cách dễ dàng với nhiều loại vật liệu mà không cần di chuyển vải.
Không cho phép chuyển đổi vật liệu trong quá trình in.",data/crawl/assets/cee497c14a6fe08e.jpg,true,needs_review,,https://sprayway-tpr.com/vn/san-pham/317/web-type-spray-adhesive.html
318,084,084 - KEO XỊT ĐỊNH VỊ VẢI KHI IN LỤA(chịu nhiệt cao),Sprayway,Bình xịt công nghiệp Sprayway,In Lưới,Công thức được thiết kế đặc biệt cho các cửa hàng in ấn màn hình. Hoàn hảo cho các ứng dụng và nhiệt độ cần thiết để khắc phục plastisol mực. An toàn để sử dụng trên nhiều loại vải. Keo xịt cao cấp chất lượng cao. Sẽ...,"Công thức được thiết kế đặc biệt cho các cửa hàng in ấn màn hình.
Hoàn hảo cho các ứng dụng và nhiệt độ cần thiết để khắc phục plastisol mực.
An toàn để sử dụng trên nhiều loại vải.
Keo xịt cao cấp chất lượng cao.
Sẽ không in lại hoặc cho phép thay đổi trong quá trình in ấn màn hình.",data/crawl/assets/301708b7f12c6dee.jpg,true,needs_review,,https://sprayway-tpr.com/vn/san-pham/318/super-flash-spray-adhesive.html
